f3258_46,1,,178,train,26414840,26414840,2112482400
f1327_05,1,,322,train,26414840,26414840,3696844200
f1928_20,1,,131,train,26414840,26414840,1452331650
f3277_09,1,,178,train,26414840,26414840,2112482400
f1875_21,1,,179,train,26414840,26414840,2112482400
f3650_20,1,,160,train,26414840,26414840,1848422100
f4025_17,1,,180,train,26414840,26414840,2112482400
f1762_28,1,,172,train,26414840,26414840,1980452250
f0014_19,1,,67,train,26414840,26414840,792180900
f1294_12,1,,332,train,26414840,26414840,3828874350
f1292_22,1,,269,train,26414840,26414840,3168723600
f0722_29,1,,341,train,26414840,26414840,3960904500
f1606_19,1,,152,train,26414840,26414840,1716391950
f2574_64,1,,162,train,26414840,26414840,1848422100
f1121_47,1,,238,train,26414840,26414840,2772633150
f3488_35,1,,174,train,26414840,26414840,1980452250
f0818_03,1,,156,train,26414840,26414840,1848422100
f3677_29,1,,172,train,26414840,26414840,1980452250
f3112_45,1,,165,train,26414840,26414840,1848422100
f1388_41,1,,160,train,26414840,26414840,1848422100
f3258_46,2,,178,train,26414840,26414840,2112482400
f1327_05,2,,322,train,26414840,26414840,3696844200
f1928_20,2,,131,train,26414840,26414840,1452331650
f3277_09,2,,178,train,26414840,26414840,2112482400
f1875_21,2,,179,train,26414840,26414840,2112482400
f3650_20,2,,160,train,26414840,26414840,1848422100
f4025_17,2,,180,train,26414840,26414840,2112482400
f1762_28,2,,172,train,26414840,26414840,1980452250
f0014_19,2,,67,train,26414840,26414840,792180900
f1294_12,2,,332,train,26414840,26414840,3828874350
f1292_22,2,,269,train,26414840,26414840,3168723600
f0722_29,2,,341,train,26414840,26414840,3960904500
f1606_19,2,,152,train,26414840,26414840,1716391950
f2574_64,2,,162,train,26414840,26414840,1848422100
f1121_47,2,,238,train,26414840,26414840,2772633150
f3488_35,2,,174,train,26414840,26414840,1980452250
f0818_03,2,,156,train,26414840,26414840,1848422100
f3677_29,2,,172,train,26414840,26414840,1980452250
f3112_45,2,,165,train,26414840,26414840,1848422100
f1388_41,2,,160,train,26414840,26414840,1848422100
f3258_46,3,,178,train,26414840,26414840,2112482400
f1327_05,3,,322,train,26414840,26414840,3696844200
f1928_20,3,,131,train,26414840,26414840,1452331650
f3277_09,3,,178,train,26414840,26414840,2112482400
f1875_21,3,,179,train,26414840,26414840,2112482400
f3650_20,3,,160,train,26414840,26414840,1848422100
f4025_17,3,,180,train,26414840,26414840,2112482400
f1762_28,3,,172,train,26414840,26414840,1980452250
f0014_19,3,,67,train,26414840,26414840,792180900
f1294_12,3,,332,train,26414840,26414840,3828874350
f1292_22,3,,269,train,26414840,26414840,3168723600
f0722_29,3,,341,train,26414840,26414840,3960904500
f1606_19,3,,152,train,26414840,26414840,1716391950
f2574_64,3,,162,train,26414840,26414840,1848422100
f1121_47,3,,238,train,26414840,26414840,2772633150
f3488_35,3,,174,train,26414840,26414840,1980452250
f0818_03,3,,156,train,26414840,26414840,1848422100
f3677_29,3,,172,train,26414840,26414840,1980452250
f3112_45,3,,165,train,26414840,26414840,1848422100
f1388_41,3,,160,train,26414840,26414840,1848422100
f3258_46,4,,178,train,26414840,26414840,2112482400
f1327_05,4,,322,train,26414840,26414840,3696844200
f1928_20,4,,131,train,26414840,26414840,1452331650
f3277_09,4,,178,train,26414840,26414840,2112482400
f1875_21,4,,179,train,26414840,26414840,2112482400
f3650_20,4,,160,train,26414840,26414840,1848422100
f4025_17,4,,180,train,26414840,26414840,2112482400
f1762_28,4,,172,train,26414840,26414840,1980452250
f0014_19,4,,67,train,26414840,26414840,792180900
f1294_12,4,,332,train,26414840,26414840,3828874350
f1292_22,4,,269,train,26414840,26414840,3168723600
f0722_29,4,,341,train,26414840,26414840,3960904500
f1606_19,4,,152,train,26414840,26414840,1716391950
f2574_64,4,,162,train,26414840,26414840,1848422100
f1121_47,4,,238,train,26414840,26414840,2772633150
f3488_35,4,,174,train,26414840,26414840,1980452250
f0818_03,4,,156,train,26414840,26414840,1848422100
f3677_29,4,,172,train,26414840,26414840,1980452250
f3112_45,4,,165,train,26414840,26414840,1848422100
f1388_41,4,,160,train,26414840,26414840,1848422100
f3258_46,5,,178,train,26414840,26414840,2112482400
f1327_05,5,,322,train,26414840,26414840,3696844200
f1928_20,5,,131,train,26414840,26414840,1452331650
f3277_09,5,,178,train,26414840,26414840,2112482400
f1875_21,5,,179,train,26414840,26414840,2112482400
f3650_20,5,,160,train,26414840,26414840,1848422100
f4025_17,5,,180,train,26414840,26414840,2112482400
f1762_28,5,,172,train,26414840,26414840,1980452250
