5595,1,,23,train,124808,124808,1248260
5879,1,,30,train,124808,124808,1560325
9301,1,,9,train,124808,124808,312065
1480,1,,24,train,124808,124808,1248260
1653,1,,18,train,124808,124808,936195
10135,1,,30,train,124808,124808,1560325
8337,1,,23,train,124808,124808,1248260
7835,1,,14,train,124808,124808,624130
8765,1,,20,train,124808,124808,936195
9838,1,,12,train,124808,124808,624130
8088,1,,29,train,124808,124808,1560325
4923,1,,30,train,124808,124808,1560325
7841,1,,13,train,124808,124808,624130
1929,1,,30,train,124808,124808,1560325
6572,1,,23,train,124808,124808,1248260
2136,1,,30,train,124808,124808,1560325
9469,1,,7,train,124808,124808,312065
5555,1,,21,train,124808,124808,936195
5119,2,,15,train,124808,124808,624130
8147,2,,7,train,124808,124808,312065
5125,2,,30,train,124808,124808,1560325
4407,2,,30,train,124808,124808,1560325
8397,2,,5,train,124808,124808,249652.0
3906,2,,5,train,124808,124808,249652.0
6646,2,,23,train,124808,124808,1248260
4181,2,,30,train,124808,124808,1560325
9526,2,,20,train,124808,124808,936195
2074,2,,23,train,124808,124808,1248260
8765,2,,20,train,124808,124808,936195
5086,2,,30,train,124808,124808,1560325
8096,2,,21,train,124808,124808,936195
5552,2,,30,train,124808,124808,1560325
6939,2,,19,train,124808,124808,936195
7250,2,,18,train,124808,124808,936195
6010,2,,18,train,124808,124808,936195
5694,2,,30,train,124808,124808,1560325
6646,3,,23,train,124808,124808,1248260
4181,3,,30,train,124808,124808,1560325
9526,3,,20,train,124808,124808,936195
2074,3,,23,train,124808,124808,1248260
8765,3,,20,train,124808,124808,936195
5086,3,,30,train,124808,124808,1560325
8096,3,,21,train,124808,124808,936195
5552,3,,30,train,124808,124808,1560325
6939,3,,19,train,124808,124808,936195
7250,3,,18,train,124808,124808,936195
6010,3,,18,train,124808,124808,936195
5694,3,,30,train,124808,124808,1560325
7706,3,,23,train,124808,124808,1248260
1882,3,,30,train,124808,124808,1560325
2519,3,,13,train,124808,124808,624130
7460,3,,30,train,124808,124808,1560325
2763,3,,20,train,124808,124808,936195
2008,3,,19,train,124808,124808,936195
5119,4,,15,train,124808,124808,624130
8147,4,,7,train,124808,124808,312065
5125,4,,30,train,124808,124808,1560325
4407,4,,30,train,124808,124808,1560325
8397,4,,5,train,124808,124808,249652.0
3906,4,,5,train,124808,124808,249652.0
6646,4,,23,train,124808,124808,1248260
4181,4,,30,train,124808,124808,1560325
9526,4,,20,train,124808,124808,936195
2074,4,,23,train,124808,124808,1248260
8765,4,,20,train,124808,124808,936195
5086,4,,30,train,124808,124808,1560325
8096,4,,21,train,124808,124808,936195
5552,4,,30,train,124808,124808,1560325
6939,4,,19,train,124808,124808,936195
7250,4,,18,train,124808,124808,936195
6010,4,,18,train,124808,124808,936195
5694,4,,30,train,124808,124808,1560325
5119,5,,15,train,124808,124808,624130
8147,5,,7,train,124808,124808,312065
5125,5,,30,train,124808,124808,1560325
4407,5,,30,train,124808,124808,1560325
8397,5,,5,train,124808,124808,249652.0
3906,5,,5,train,124808,124808,249652.0
6646,5,,23,train,124808,124808,1248260
4181,5,,30,train,124808,124808,1560325
9526,5,,20,train,124808,124808,936195
2074,5,,23,train,124808,124808,1248260
8765,5,,20,train,124808,124808,936195
5086,5,,30,train,124808,124808,1560325
8096,5,,21,train,124808,124808,936195
5552,5,,30,train,124808,124808,1560325
6939,5,,19,train,124808,124808,936195
7250,5,,18,train,124808,124808,936195
6010,5,,18,train,124808,124808,936195
5694,5,,30,train,124808,124808,1560325
6646,6,,23,train,124808,124808,1248260
4181,6,,30,train,124808,124808,1560325
9526,6,,20,train,124808,124808,936195
2074,6,,23,train,124808,124808,1248260
8765,6,,20,train,124808,124808,936195
5086,6,,30,train,124808,124808,1560325
8096,6,,21,train,124808,124808,936195
5552,6,,30,train,124808,124808,1560325
6939,6,,19,train,124808,124808,936195
7250,6,,18,train,124808,124808,936195
6010,6,,18,train,124808,124808,936195
5694,6,,30,train,124808,124808,1560325
7706,6,,23,train,124808,124808,1248260
1882,6,,30,train,124808,124808,1560325
2519,6,,13,train,124808,124808,624130
7460,6,,30,train,124808,124808,1560325
2763,6,,20,train,124808,124808,936195
2008,6,,19,train,124808,124808,936195
5119,7,,15,train,124808,124808,624130
8147,7,,7,train,124808,124808,312065
5125,7,,30,train,124808,124808,1560325
4407,7,,30,train,124808,124808,1560325
8397,7,,5,train,124808,124808,249652.0
3906,7,,5,train,124808,124808,249652.0
6646,7,,23,train,124808,124808,1248260
4181,7,,30,train,124808,124808,1560325
9526,7,,20,train,124808,124808,936195
2074,7,,23,train,124808,124808,1248260
8765,7,,20,train,124808,124808,936195
5086,7,,30,train,124808,124808,1560325
8096,7,,21,train,124808,124808,936195
5552,7,,30,train,124808,124808,1560325
6939,7,,19,train,124808,124808,936195
7250,7,,18,train,124808,124808,936195
6010,7,,18,train,124808,124808,936195
5694,7,,30,train,124808,124808,1560325
5119,8,,15,train,124808,124808,624130
8147,8,,7,train,124808,124808,312065
5125,8,,30,train,124808,124808,1560325
4407,8,,30,train,124808,124808,1560325
8397,8,,5,train,124808,124808,249652.0
3906,8,,5,train,124808,124808,249652.0
6646,8,,23,train,124808,124808,1248260
4181,8,,30,train,124808,124808,1560325
9526,8,,20,train,124808,124808,936195
2074,8,,23,train,124808,124808,1248260
8765,8,,20,train,124808,124808,936195
5086,8,,30,train,124808,124808,1560325
8096,8,,21,train,124808,124808,936195
5552,8,,30,train,124808,124808,1560325
6939,8,,19,train,124808,124808,936195
7250,8,,18,train,124808,124808,936195
6010,8,,18,train,124808,124808,936195
5694,8,,30,train,124808,124808,1560325
6646,9,,23,train,124808,124808,1248260
4181,9,,30,train,124808,124808,1560325
9526,9,,20,train,124808,124808,936195
2074,9,,23,train,124808,124808,1248260
8765,9,,20,train,124808,124808,936195
5086,9,,30,train,124808,124808,1560325
8096,9,,21,train,124808,124808,936195
5552,9,,30,train,124808,124808,1560325
6939,9,,19,train,124808,124808,936195
7250,9,,18,train,124808,124808,936195
6010,9,,18,train,124808,124808,936195
5694,9,,30,train,124808,124808,1560325
7706,9,,23,train,124808,124808,1248260
1882,9,,30,train,124808,124808,1560325
2519,9,,13,train,124808,124808,624130
7460,9,,30,train,124808,124808,1560325
2763,9,,20,train,124808,124808,936195
2008,9,,19,train,124808,124808,936195
3526,10,,22,train,124808,124808,936195
132,10,,29,train,124808,124808,1560325
3223,10,,20,train,124808,124808,936195
5119,10,,15,train,124808,124808,624130
8147,10,,7,train,124808,124808,312065
5125,10,,30,train,124808,124808,1560325
4407,10,,30,train,124808,124808,1560325
8397,10,,5,train,124808,124808,249652.0
3906,10,,5,train,124808,124808,249652.0
6646,10,,23,train,124808,124808,1248260
4181,10,,30,train,124808,124808,1560325
9526,10,,20,train,124808,124808,936195
2074,10,,23,train,124808,124808,1248260
8765,10,,20,train,124808,124808,936195
5086,10,,30,train,124808,124808,1560325
8096,10,,21,train,124808,124808,936195
5552,10,,30,train,124808,124808,1560325
6939,10,,19,train,124808,124808,936195
5119,11,,15,train,124808,124808,624130
8147,11,,7,train,124808,124808,312065
5125,11,,30,train,124808,124808,1560325
4407,11,,30,train,124808,124808,1560325
8397,11,,5,train,124808,124808,249652.0
3906,11,,5,train,124808,124808,249652.0
6646,11,,23,train,124808,124808,1248260
4181,11,,30,train,124808,124808,1560325
9526,11,,20,train,124808,124808,936195
2074,11,,23,train,124808,124808,1248260
8765,11,,20,train,124808,124808,936195
5086,11,,30,train,124808,124808,1560325
8096,11,,21,train,124808,124808,936195
5552,11,,30,train,124808,124808,1560325
6939,11,,19,train,124808,124808,936195
7250,11,,18,train,124808,124808,936195
6010,11,,18,train,124808,124808,936195
5694,11,,30,train,124808,124808,1560325
5119,12,,15,train,124808,124808,624130
8147,12,,7,train,124808,124808,312065
5125,12,,30,train,124808,124808,1560325
4407,12,,30,train,124808,124808,1560325
8397,12,,5,train,124808,124808,249652.0
3906,12,,5,train,124808,124808,249652.0
6646,12,,23,train,124808,124808,1248260
4181,12,,30,train,124808,124808,1560325
9526,12,,20,train,124808,124808,936195
2074,12,,23,train,124808,124808,1248260
8765,12,,20,train,124808,124808,936195
5086,12,,30,train,124808,124808,1560325
8096,12,,21,train,124808,124808,936195
5552,12,,30,train,124808,124808,1560325
6939,12,,19,train,124808,124808,936195
7250,12,,18,train,124808,124808,936195
6010,12,,18,train,124808,124808,936195
5694,12,,30,train,124808,124808,1560325
6646,13,,23,train,124808,124808,1248260
4181,13,,30,train,124808,124808,1560325
9526,13,,20,train,124808,124808,936195
2074,13,,23,train,124808,124808,1248260
8765,13,,20,train,124808,124808,936195
5086,13,,30,train,124808,124808,1560325
8096,13,,21,train,124808,124808,936195
5552,13,,30,train,124808,124808,1560325
6939,13,,19,train,124808,124808,936195
7250,13,,18,train,124808,124808,936195
6010,13,,18,train,124808,124808,936195
5694,13,,30,train,124808,124808,1560325
7706,13,,23,train,124808,124808,1248260
1882,13,,30,train,124808,124808,1560325
2519,13,,13,train,124808,124808,624130
7460,13,,30,train,124808,124808,1560325
2763,13,,20,train,124808,124808,936195
2008,13,,19,train,124808,124808,936195
5119,14,,15,train,124808,124808,624130
8147,14,,7,train,124808,124808,312065
5125,14,,30,train,124808,124808,1560325
4407,14,,30,train,124808,124808,1560325
8397,14,,5,train,124808,124808,249652.0
3906,14,,5,train,124808,124808,249652.0
6646,14,,23,train,124808,124808,1248260
4181,14,,30,train,124808,124808,1560325
9526,14,,20,train,124808,124808,936195
2074,14,,23,train,124808,124808,1248260
8765,14,,20,train,124808,124808,936195
5086,14,,30,train,124808,124808,1560325
8096,14,,21,train,124808,124808,936195
5552,14,,30,train,124808,124808,1560325
6939,14,,19,train,124808,124808,936195
7250,14,,18,train,124808,124808,936195
6010,14,,18,train,124808,124808,936195
