7532,1,,29,train,124808,124808,1560325
7703,1,,13,train,124808,124808,624130
5125,1,,30,train,124808,124808,1560325
635,1,,7,train,124808,124808,312065
5595,1,,23,train,124808,124808,1248260
5333,1,,5,train,124808,124808,0
3709,1,,6,train,124808,124808,312065
2236,1,,30,train,124808,124808,1560325
600,1,,30,train,124808,124808,1560325
8521,1,,30,train,124808,124808,1560325
286,1,,11,train,124808,124808,312065
9555,1,,20,train,124808,124808,936195
4485,1,,25,train,124808,124808,1248260
9706,1,,21,train,124808,124808,936195
3715,1,,11,train,124808,124808,312065
6194,1,,30,train,124808,124808,1560325
6389,1,,11,train,124808,124808,312065
5221,1,,30,train,124808,124808,1560325
7195,1,,30,train,124808,124808,1560325
2782,1,,25,train,124808,124808,1248260
7532,2,,29,train,124808,124808,1560325
7703,2,,13,train,124808,124808,624130
5125,2,,30,train,124808,124808,1560325
635,2,,7,train,124808,124808,312065
5595,2,,23,train,124808,124808,1248260
5333,2,,5,train,124808,124808,0
3709,2,,6,train,124808,124808,312065
2236,2,,30,train,124808,124808,1560325
600,2,,30,train,124808,124808,1560325
8521,2,,30,train,124808,124808,1560325
286,2,,11,train,124808,124808,312065
9555,2,,20,train,124808,124808,936195
4485,2,,25,train,124808,124808,1248260
9706,2,,21,train,124808,124808,936195
3715,2,,11,train,124808,124808,312065
6194,2,,30,train,124808,124808,1560325
6389,2,,11,train,124808,124808,312065
5221,2,,30,train,124808,124808,1560325
7195,2,,30,train,124808,124808,1560325
2782,2,,25,train,124808,124808,1248260
7532,3,,29,train,124808,124808,1560325
7703,3,,13,train,124808,124808,624130
5125,3,,30,train,124808,124808,1560325
635,3,,7,train,124808,124808,312065
5595,3,,23,train,124808,124808,1248260
5333,3,,5,train,124808,124808,0
3709,3,,6,train,124808,124808,312065
2236,3,,30,train,124808,124808,1560325
600,3,,30,train,124808,124808,1560325
8521,3,,30,train,124808,124808,1560325
286,3,,11,train,124808,124808,312065
9555,3,,20,train,124808,124808,936195
4485,3,,25,train,124808,124808,1248260
9706,3,,21,train,124808,124808,936195
3715,3,,11,train,124808,124808,312065
6194,3,,30,train,124808,124808,1560325
6389,3,,11,train,124808,124808,312065
5221,3,,30,train,124808,124808,1560325
7195,3,,30,train,124808,124808,1560325
2782,3,,25,train,124808,124808,1248260
7532,4,,29,train,124808,124808,1560325
7703,4,,13,train,124808,124808,624130
5125,4,,30,train,124808,124808,1560325
635,4,,7,train,124808,124808,312065
5595,4,,23,train,124808,124808,1248260
5333,4,,5,train,124808,124808,0
3709,4,,6,train,124808,124808,312065
2236,4,,30,train,124808,124808,1560325
600,4,,30,train,124808,124808,1560325
8521,4,,30,train,124808,124808,1560325
286,4,,11,train,124808,124808,312065
9555,4,,20,train,124808,124808,936195
4485,4,,25,train,124808,124808,1248260
9706,4,,21,train,124808,124808,936195
3715,4,,11,train,124808,124808,312065
6194,4,,30,train,124808,124808,1560325
6389,4,,11,train,124808,124808,312065
5221,4,,30,train,124808,124808,1560325
7195,4,,30,train,124808,124808,1560325
2782,4,,25,train,124808,124808,1248260
7532,5,,29,train,124808,124808,1560325
7703,5,,13,train,124808,124808,624130
5125,5,,30,train,124808,124808,1560325
635,5,,7,train,124808,124808,312065
5595,5,,23,train,124808,124808,1248260
5333,5,,5,train,124808,124808,0
3709,5,,6,train,124808,124808,312065
2236,5,,30,train,124808,124808,1560325
600,5,,30,train,124808,124808,1560325
8521,5,,30,train,124808,124808,1560325
286,5,,11,train,124808,124808,312065
9555,5,,20,train,124808,124808,936195
4485,5,,25,train,124808,124808,1248260
9706,5,,21,train,124808,124808,936195
3715,5,,11,train,124808,124808,312065
6194,5,,30,train,124808,124808,1560325
6389,5,,11,train,124808,124808,312065
5221,5,,30,train,124808,124808,1560325
7195,5,,30,train,124808,124808,1560325
2782,5,,25,train,124808,124808,1248260
7532,6,,29,train,124808,124808,1560325
7703,6,,13,train,124808,124808,624130
5125,6,,30,train,124808,124808,1560325
635,6,,7,train,124808,124808,312065
5595,6,,23,train,124808,124808,1248260
5333,6,,5,train,124808,124808,0
3709,6,,6,train,124808,124808,312065
2236,6,,30,train,124808,124808,1560325
600,6,,30,train,124808,124808,1560325
8521,6,,30,train,124808,124808,1560325
286,6,,11,train,124808,124808,312065
9555,6,,20,train,124808,124808,936195
4485,6,,25,train,124808,124808,1248260
9706,6,,21,train,124808,124808,936195
3715,6,,11,train,124808,124808,312065
6194,6,,30,train,124808,124808,1560325
6389,6,,11,train,124808,124808,312065
5221,6,,30,train,124808,124808,1560325
7195,6,,30,train,124808,124808,1560325
2782,6,,25,train,124808,124808,1248260
7532,7,,29,train,124808,124808,1560325
7703,7,,13,train,124808,124808,624130
5125,7,,30,train,124808,124808,1560325
635,7,,7,train,124808,124808,312065
5595,7,,23,train,124808,124808,1248260
5333,7,,5,train,124808,124808,0
3709,7,,6,train,124808,124808,312065
2236,7,,30,train,124808,124808,1560325
600,7,,30,train,124808,124808,1560325
8521,7,,30,train,124808,124808,1560325
286,7,,11,train,124808,124808,312065
9555,7,,20,train,124808,124808,936195
4485,7,,25,train,124808,124808,1248260
9706,7,,21,train,124808,124808,936195
3715,7,,11,train,124808,124808,312065
6194,7,,30,train,124808,124808,1560325
6389,7,,11,train,124808,124808,312065
5221,7,,30,train,124808,124808,1560325
